"cruise","station","cast","sample_name","datetime_UTC_start","datetime_UTC_end","latitude_start","longitude_start","latitude_end","longitude_end","depth_bottom","depth_target","depth_TDR","net_max_depth","avg_angle","max_wire_out","wire_rate_out","wire_rate_in","STW_start","SOG_start","STW_end","SOG_end","flowmeter_sn_335","flow_start_335","flow_end_335","tot_flow_counts_335","vol_filtered_335","NOAA_335","DNA_335","flowmeter_sn_150","flow_start_150","flow_end_150","tot_flow_counts_150","vol_filtered_150","morph_ID_150","DNA_150","size_fract_150","taxa_pick_150","size_fract_20","haul_factor_10m2_335","haul_factor_10m2_150","haul_factor_100m3_335","haul_factor_100m3_150","comments","primary_flag","secondary_flag"
"EN712","L7","6","EN712_L7_B6",2024-02-10 12:30:24,2024-02-10 12:44:05,40.2531,-70.88,40.2482,-70.8775,123,118,100,100.32,30,131,20,20,1.44,1.44,1.38,1.38,29914,165510,188580,23070,181.152,"Y","Y",29913,45986,50766,4780,177.743,"Y","Y","Y","Y","Y",5.538,5.644,0.552,0.563,NA,3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"EN712","L10","7","EN712_L10_B7",2024-02-11 04:35:00,2024-02-11 05:00:00,39.9298,-70.8899,39.9217,-70.8998,463,200,184,184.63,35,244,30,20,0.66,0.66,1.42,1.42,29914,188587,229160,40573,318.591,"Y","Y",29913,50767,74941,24174,189.821,"Y","Y","Y","Y","Y",5.795,9.727,0.314,0.527,"Lots of salps in sample wouldnt fit into the size fractionated jars. Hardly any sample between 500-1000um and 500-200 um from 150um net.",1,NA
"EN712","L11","10","EN712_L11_B10",2024-02-11 11:09:12,2024-02-11 11:42:48,39.7509,-70.909,39.7377,-70.9332,1733,200,19.5,197.1,45,311,30,20,1.64,1.64,1.56,1.56,29914,229158,292971,63813,501.078,"Y","Y",29913,74917,84583,9666,497.075,"Y","Y","Y","Y","Y",3.934,3.965,0.2,0.201,"Not much sample for 100um size fraction (20 um net).",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"EN712","L9","11","EN712_L9_B11",2024-02-11 22:43:58,2024-02-11 23:03:03,40.042,-70.9026,40.0452,-70.9122,213,200,207,207.38,40,261,30,20,1.88,1.88,1.41,1.41,29914,292968,330926,37958,298.057,"Y","Y",29913,84583,92969,8386,323.632,"Y","Y","Y","Y","Y",6.958,6.408,0.336,0.309,"Accidentally collected the 100um size fraction from the 200 um sieve.",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"EN712","L8","12","EN712_L8_B12",2024-02-12 02:32:55,2024-02-12 02:45:11,40.1604,-70.9072,40.1629,-70.9151,140,135,NA,135.04,25,149,30,20,1.38,1.38,1.05,1.05,29914,330924,340849,9925,152.702,"Y","Y",29913,92969,104003,11034,152.702,"Y","Y","Y","Y","Y",8.843,8.843,0.655,0.655,"TDR did not record.",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"EN712","L4","15","EN712_L4_B15",2024-02-12 09:21:05,2024-02-12 09:29:22,40.6946,-70.8936,40.6934,-70.8985,64,58,52,52.72,30,67,30,19,1.41,1.41,1.31,1.31,29914,340852,352860,12008,94.29,"Y","Y",29913,103999,115459,11460,89.987,"Y","Y","Y","Y","Y",5.591,5.859,1.061,1.111,NA,1,NA
"EN712","L3","16","EN712_L3_B16",2024-02-13 03:15:34,2024-02-13 03:22:00,40.8644,-70.8915,40.8638,-70.895,55,50,NA,49.97,35,61,30,17,1.55,1.55,1.94,1.94,29914,352862,366588,13726,107.781,"Y","Y",29913,115456,128411,12955,101.726,"Y","Y","Y","Y","Y",4.636,4.912,0.928,0.983,"TDR did not record. lots of chaetognaths and phytoplankton that wouldnt fit in size fraction jars.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"EN712","L2","17","EN712_L2_B17",2024-02-13 05:11:00,2024-02-13 05:17:00,41.0265,-70.8869,41.0248,-70.8885,46,41,39,38.93,30,46,30,13,1.76,1.76,1.41,1.41,29914,366595,376412,9817,77.086,"Y","Y",29913,128405,137368,8963,70.38,"Y","Y","Y","Y","Y",5.05,5.531,1.297,1.421,"Removed large krill, chaetognaths, phytoplankton that would not fit in the 1000um SIA jar.",1,NA
"EN712","MVCO","20","EN712_MVCO_B20",2024-02-13 12:08:56,2024-02-13 12:12:57,41.3123,-70.5788,41.3139,-70.5805,19,14,8.6,8.96,35,17,17,5,1.46,1.46,1.51,1.51,29914,376195,389861,13666,107.309,"Y","Y",29913,137402,152013,14611,114.73,"Y","Y","Y","Y","Y",0.835,0.781,0.932,0.872,"Not much sample for 100um size fraction (20 um net).",1,NA
"EN715","L1","1","EN715_L1_B1",2024-05-03 18:14:30,2024-05-03 18:20:20,41.2076,-70.8918,41.2095,-70.8893,25,20,14.7,14.7,40,22,15,10,1.61,1.61,1.39,1.39,29914,399598,410832,11234,88.213,"Y","Y",29913,160788,171321,10533,82.708,"Y","Y","Y","Y","Y",1.666,1.777,1.134,1.209,"Seaweed and feathers pulled from sample before splitting.",1,NA
"EN715","L2","2","EN715_L2_B2",2024-05-04 04:25:07,2024-05-04 04:38:11,41.0371,-70.8851,41.0416,-70.8866,43,38,38.3,38.3,25,42,30,13,1.58,1.58,1.43,1.43,29914,410830,422635,11805,92.696,"Y","Y",29913,171312,182426,11114,87.27,"Y","Y","Y","Y","Y",4.132,4.389,1.079,1.146,"The ring net got tangled at deployment, so we had to pull the nets out of the water to fix it. This took about 5 minutes.",1,NA
"EN715","L4","5","EN715_L4_B5",2024-05-04 10:18:36,2024-05-04 10:25:44,40.6975,-70.8838,40.699,-70.8862,66,61,62.55,62.55,30,70,30,20,1.3,1.3,0.84,0.84,29914,422641,432302,9661,75.861,"Y","Y",29913,182425,191545,9120,71.613,"Y","Y","Y","Y","Y",8.245,8.734,1.318,1.396,NA,1,NA
"EN715","L5","6","EN715_L5_B6",2024-05-04 15:44:25,2024-05-04 15:54:16,40.526,-70.8862,40.5293,-70.8876,74,68,75.26,75.26,35,83,30,20,1.52,1.52,1.74,1.74,29914,447394,462234,14840,116.528,"Y","Y",29913,204252,218326,14074,110.513,"Y","Y","Y","Y","Y",6.459,6.81,0.858,0.905,"We hit the bottom on the first deployment, but we were able to run bongo again.",1,NA
"EN715","L10","7","EN715_L10_B7",2024-05-05 08:19:40,2024-05-05 08:46:48,39.9416,-70.8827,39.951,-70.8735,446,200,224.54,224.54,50,320,30,20,1.6,1.6,1.48,1.48,29914,462233,515566,53333,418.786,"Y","Y",29913,218324,269806,51482,404.252,"Y","Y","Y","Y","Y",5.362,5.554,0.239,0.247,"There were a lot of salps in both 335 and 150 um nets. The total amount sampled was 5.6 L for 335 um net and 5.85L for 150 um net. A subsample of 500mL was taken from each net to then be split as usual.",1,NA
"EN715","L11","10","EN715_L11_B10",2024-05-05 13:26:36,2024-05-05 13:50:02,39.775,-70.8828,39.7793,-70.8744,1582,200,222.8,222.8,45,283,30,20,1.25,1.25,1.42,1.42,29914,515575,557031,41456,325.525,"Y","Y",29913,269849,309997,40148,315.254,"Y","Y","Y","Y","Y",6.844,7.067,0.307,0.317,NA,1,NA
"EN715","L6","13","EN715_L6_B13",2024-05-06 05:13:06,2024-05-06 05:26:23,40.3668,-70.8676,40.3658,-70.8609,94,89,84.9,84.9,45,111,30,20,1.74,1.74,2.16,2.16,29914,557026,614690,57664,208.495,"Y","Y",29913,310000,346205,36205,208.495,"Y","Y","Y","Y","Y",4.072,4.072,0.48,0.48,"We hit the bottom on the first deployment, but we were able to run bongo again. Flowmeter reading includes start of 1st deployment until end of 2nd deployment, so flowmeter reading is off.",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"EN715","L8","14","EN715_L8_B14",2024-05-06 07:55:52,2024-05-06 08:07:27,40.1427,-70.8744,40.1417,-70.8707,139,133,140.13,140.13,30,154,30,20,1.6,1.6,1.51,1.51,29914,643612,662928,19316,151.675,"Y","Y",29913,365405,382162,16757,131.581,"Y","Y","Y","Y","Y",9.239,10.65,0.659,0.76,"We hit bottom on the first deployment, but we were able to run bongo again. TDR was tested on CTD cast. CTD = 135.7m and TDR = 132.7m, so there is a 3m offset on TDR readings.",3,"hit bottom."
"EN715","L3","15","EN715_L3_B3",2024-05-06 19:45:38,2024-05-06 19:52:05,40.8768,-70.8919,40.8742,-70.8907,55,45,46.43,46.43,40,59,30,15,1.68,1.68,1.78,1.78,29914,662925,675656,12731,99.968,"Y","Y",29913,382148,394133,11985,94.11,"Y","Y","Y","Y","Y",4.645,4.934,1,1.063,"Our target depth was 10 m above bottom depth, instead of the usual 5 m off the bottom. There was very little sample for 100 um size fraction.",1,NA
"EN715","L9","18","EN715_L9_B18",2024-05-07 06:30:54,2024-05-07 07:02:45,40.0427,-70.8829,40.057,-70.8826,209,190,172.8,172.8,45,269,30,20,1.02,1.02,1.73,1.73,29914,675654,726224,50570,397.09,"Y","Y",29913,394135,440426,46291,363.49,"Y","Y","Y","Y","Y",4.352,4.754,0.252,0.275,"Our target depth was 10m above bottom depth, instead of the usual 5m off the bottom.",1,NA
"EN715","L7","19","EN715_L7_B19",2024-05-07 09:15:11,2024-05-07 09:27:10,40.2561,-70.8793,40.2552,-70.8751,123,118,121.4,121.4,35,144,30,20,1.47,1.47,1.41,1.41,29914,726231,746162,19931,156.504,"Y","Y",29913,440437,457858,17421,136.795,"Y","Y","Y","Y","Y",7.757,8.875,0.639,0.731,NA,1,NA
"EN715","MVCO","23","EN715_MVCO_B23",2024-05-08 05:11:06,2024-05-08 05:14:30,41.3157,-70.5794,41.3147,-70.5775,18,13,9.6,9.6,50,18,20,6,2.06,2.06,1.97,1.97,29914,746168,759270,13102,102.881,"Y","Y",29913,457862,470482,12620,99.096,"Y","Y","Y","Y","Y",0.933,0.969,0.972,1.009,NA,1,NA
"EN720","L1","2","EN720_L1_B2",2024-09-06 19:23:20,2024-09-06 19:30:58,41.196602,-70.880945,41.20067,-70.882368,20,15,9.9,9.9,55,28,22,7,NA,2,NA,2,29914,767157,779388,12231,96.041,"Y","Y",29913,478324,489793,11469,90.058,"Y","Y","Y","Y","N",1.031,1.099,1.041,1.11,"Went too shallow. No 200-100 nor 100-20 size fractions, not enough material. Nets went under ship during recovery, strong currents.",1,NA
"EN720","L2","3","EN720_L2_B3",2024-09-07 02:36:36,2024-09-07 02:44:14,41.039838,-70.88261,41.043612,-70.883568,45,40,27.89,27.89,35,38,30,13,NA,2,NA,2,29914,779391,792940,13549,106.391,"Y","Y",29913,488828,499894,11066,86.893,"Y","Y","Y","Y","Y",2.621,3.21,0.94,1.151,"Went too shallow. Bongo net going under ship. No 100 size fraction not enough sample. Very little 20 size fraction.",1,NA
"EN720","L4","6","EN720_L4_B6",2024-09-07 09:50:36,2024-09-07 10:01:42,40.695798,-70.885415,40.696927,-70.895537,64,59,44,44,45,82,30,19,NA,2,NA,2,29914,792944,813316,20372,159.967,"Y","Y",29913,499896,515793,15897,124.828,"Y","Y","Y","Y","Y",2.751,3.525,0.625,0.801,"Got SALPED. Removed salps prior to processing because there were way too many. 335 um approx. 700 mL of salp removed. 150 um approx. 1L of salp removed. Not sure if there is enough >1000 for SIA but saved some anyways barely anything in 100 um size fraction.",1,NA
"EN720","L5","7","EN720_L5_B7",2024-09-07 17:46:25,2024-09-07 17:55:29,40.511802,-70.886245,40.516832,-70.887197,76,71,54,54,40,92,30,20,NA,2,NA,2,29914,813316,833682,20366,159.92,"Y","Y",29913,515788,533672,17884,140.43,"Y","Y","Y","Y","Y",3.377,3.845,0.625,0.712,"A bit too shallow with the net. Caught a few fish. Preserved medusae from 335 um in a separate jar with EtOH. Sparse 500 um size fraction. No 200-100 size fraction. Sparse 20 um size fraction. This cruise seems to have bigger organisms so far.",1,NA
"EN720","L10","8","EN720_L10_B8",2024-09-08 06:01:44,2024-09-08 06:36:02,39.941188,-70.899967,39.933265,-70.925058,440,200,166.8,166.8,50,311,30,20,NA,2,NA,2,29914,833682,891459,57777,453.682,"Y","Y",29913,533675,588705,55030,432.112,"Y","Y","Y","Y","Y",3.677,3.86,0.22,0.231,"Snipe fish in 150 um net. Very little sample for 100 um size fraction. Angle high.",1,NA
"EN720","L11","11","EN720_L11_B11",2024-09-08 11:58:04,2024-09-08 12:28:35,39.774018,-70.883947,39.77516,-70.914673,1578,200,162,162,55,350,30,20,NA,2,NA,2,29914,890954,968071,77117,412.921,"Y","Y",29913,588649,663185,74536,412.921,"Y","Y","Y","Y","Y",3.923,3.923,0.242,0.242,"Barely anything in 100 um size fraction. Preserved fish in EtOH caught in 20 um net.",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"EN720","L6","14","EN720_L6_B14",2024-09-09 04:57:24,2024-09-09 05:10:20,40.361348,-70.888342,40.35674,-70.89736,92,87,50.3,50.3,50,135,30,20,NA,2,NA,2,29914,968079,999927,31848,250.08,"Y","Y",29913,663183,694163,30980,243.264,"Y","Y","Y","Y","Y",2.011,2.068,0.4,0.411,"Krill.",1,NA
"EN720","L8","15","EN720_L8_B15",2024-09-09 08:17:36,2024-09-09 08:37:24,40.152877,-70.88908,40.156003,-70.900558,137,132,113.4,113.4,50,205,30,20,NA,2,NA,2,29914,999928,44207,44278,347.684,"Y","Y",29913,694162,736764,42602,334.523,"Y","Y","Y","Y","Y",3.262,3.39,0.288,0.299,"Barely anything in 100 um size fraction. Pteropod in 335 um.",1,NA
"EN720","L7","16","EN720_L7_B16",2024-09-09 20:59:27,2024-09-09 21:15:36,40.256493,-70.884827,40.247167,-70.887108,120,115,89,89,40,179,30,20,NA,2,NA,2,29914,44208,81658,37450,294.068,"Y","Y",29913,736754,772330,35576,279.353,"Y","Y","Y","Y","Y",3.027,3.186,0.34,0.358,"Currents very strong underwater and angle kept changing so could not get to target depth. Flatfish larvae in 335 um net. Some salps. Preserved 2 fish from 20 um net in cryovials. Not a lot of sample in 20 um size fraction. No 100 um size fraction.",1,NA
"EN720","L9","19","EN720_L9_B19",2024-09-10 07:14:00,2024-09-10 07:40:14,40.030837,-70.883068,40.020245,-70.882823,225,200,219.49,219.49,45,283,30,20,NA,2,NA,2,29914,81659,127160,45501,357.287,"Y","Y",29913,772324,817032,44708,351.06,"Y","Y","Y","Y","Y",6.143,6.252,0.28,0.285,"1/7 mile off station due to fishing boat. Not enough sample for 100 size fraction. Blue copepods and krill.",1,NA
"EN720","L3","20","EN720_L3_B20",2024-09-10 21:12:03,2024-09-10 21:22:53,40.857203,-70.881698,40.851358,-70.881873,55,50,50.81,50.81,50,80,30,17,NA,2,NA,2,29914,127159,140676,13517,106.139,"Y","Y",29913,817057,829088,12031,94.471,"Y","Y","Y","Y","Y",4.787,5.378,0.942,1.059,"Hit bottom. Sieved out as much sand as possible. Caught medusae in 150 um net and preserved in EtOH in separate jar. Not enough material for 100 um size fraction.",3,"hit bottom."
"EN720","MVCO","24","EN720_MVCO_B24",2024-09-11 05:53:05,2024-09-11 05:59:16,41.315973,-70.585915,41.31428,-70.589727,18,12,8.34,8.34,55,21,14,4,NA,2,NA,2,29914,140679,153163,12484,98.028,"Y","Y",29913,829102,837926,8824,69.289,"Y","Y","Y","Y","Y",0.851,1.204,1.02,1.443,"Sand in the sample. TDR depth not near bottom. Not enough sample for 100 size fraction.",1,NA
"EN617","MVCO","35B","EN617_MVCO_B35B",NA,NA,NA,NA,NA,NA,17,10,NA,8.49,45,12,5,5,NA,NA,NA,NA,28769,569225,632748,63523,NA,"N","N",28770,657166,692509,35343,NA,"N","N","N","N","N",NA,NA,NA,NA,"Flowmeter calibration tow (sample not kept). Again the 335 count was higher. But this time the 150 was so low (half the 335) that something must have made it get stuck.",NA,NA
